famille;capteur;h;issue;z_A1;z_A2;ecart_A1;ecart_A2;n_A1;n_A2;designe
F04;alpha;1;bas;-0.7852102702261379;1.8029947736855856;-0.006051374810174862;0.02100696137496004;1495;636;False
F04;alpha;1;rap;-0.3363992899438034;-0.9510398185643766;-0.0041670596195146495;-0.018026362195722446;1495;636;False
F04;alpha;3;bas;-0.08374087982645159;1.7725130273349068;-0.0008680814642404814;0.027748859865976028;1494;635;False
F04;alpha;3;rap;-0.0026654983965980717;-0.43718579859456785;-3.197892438139127e-05;-0.007890950333676983;1494;635;False
F04;alpha;9;bas;-0.03896637623844672;1.6757601364403885;-0.00047545602871369496;0.030816362715734402;1485;633;False
F04;alpha;9;rap;-0.6057616400852351;0.14097306186959488;-0.006634829685199698;0.0022405775423964673;1485;633;False
F04;alpha;27;bas;0.028543708131820573;1.2269310536610623;0.0002493999401926518;0.016340712064553998;1459;627;False
F04;alpha;27;rap;-2.502025442944205;0.5759090239909007;-0.02698356129700177;0.009789820525198015;1459;627;False
F04;beta;1;bas;-0.37480068152672885;-0.1838583018968031;-0.0017855273178775308;-0.0011954325603513052;1495;636;False
F04;beta;1;rap;-1.7640253209739278;1.168943726910852;-0.02243191206631749;0.02285812843775958;1495;636;False
F04;beta;3;bas;1.2309579791796978;-0.661805850140258;0.008401206394921071;-0.005875250425290394;1494;635;False
F04;beta;3;rap;-1.1128298591210568;-0.9025446540755205;-0.014233044591355042;-0.017538113615545418;1494;635;False
F04;beta;9;bas;0.2599771327981446;0.17951300473774573;0.0022425961286982442;0.002311119057309448;1485;633;False
F04;beta;9;rap;-0.5915670236646713;0.1192607815393472;-0.007217146807966563;0.002250740108379428;1485;633;False
F04;beta;27;bas;-0.1929117589830643;-0.9923793686395194;-0.00213650591599627;-0.016646008083009867;1459;627;False
F04;beta;27;rap;-1.9466634032302628;0.4496482585098669;-0.022433728057083664;0.007819553376270185;1459;627;False
F04;delta;1;bas;-0.7383055500091884;0.27597397013340774;-0.0025366289199870097;0.001523296529308414;1495;636;False
F04;delta;1;rap;-1.0323678850970897;-0.5303924252269364;-0.013255033509884983;-0.010409493147666399;1495;636;False
