segment;pas;c1;c2;cote;delai_meme_cote;delai_cote_oppose
S001;581;alpha;delta;+;160.0;156.0
S001;582;alpha;delta;-;155.0;159.0
S001;587;alpha;delta;+;154.0;150.0
S001;598;alpha;delta;-;139.0;143.0
S001;606;alpha;delta;+;135.0;131.0
S001;608;alpha;delta;-;129.0;133.0
S001;616;alpha;delta;+;125.0;121.0
S001;618;alpha;delta;-;119.0;123.0
S001;619;alpha;delta;+;122.0;118.0
S001;620;alpha;delta;-;117.0;121.0
S001;621;alpha;delta;+;120.0;116.0
S001;622;alpha;delta;-;115.0;119.0
S001;624;alpha;delta;+;117.0;113.0
S001;630;alpha;delta;-;107.0;111.0
S001;631;alpha;delta;+;110.0;106.0
S001;639;alpha;delta;-;98.0;102.0
S001;645;alpha;delta;+;96.0;92.0
S001;654;alpha;delta;-;83.0;87.0
S001;666;alpha;delta;+;75.0;71.0
S001;667;alpha;delta;-;70.0;74.0
S001;668;alpha;delta;+;73.0;69.0
S001;669;alpha;delta;-;68.0;72.0
S001;673;alpha;delta;+;68.0;64.0
S001;674;alpha;delta;-;63.0;67.0
S001;676;alpha;delta;+;65.0;61.0
S001;677;alpha;delta;-;60.0;64.0
S001;679;alpha;delta;+;62.0;58.0
S001;680;alpha;delta;-;57.0;61.0
S001;686;alpha;delta;+;55.0;51.0
S001;687;alpha;delta;-;50.0;54.0
S001;688;alpha;delta;+;53.0;49.0
S001;704;alpha;delta;-;33.0;37.0
S001;725;alpha;delta;+;16.0;12.0
S001;727;alpha;delta;-;10.0;14.0
S001;730;alpha;delta;+;11.0;7.0
S001;733;alpha;delta;-;4.0;8.0
S001;745;alpha;delta;+;;233.0
S001;780;alpha;delta;-;198.0;
S001;787;alpha;delta;+;;191.0
S001;788;alpha;delta;-;190.0;
S001;790;alpha;delta;+;;188.0
S001;830;alpha;delta;-;148.0;
S001;831;alpha;delta;+;;147.0
S001;832;alpha;delta;-;146.0;
S001;845;alpha;delta;+;;133.0
S001;852;alpha;delta;-;126.0;
S001;855;alpha;delta;+;;123.0
S001;857;alpha;delta;-;121.0;
S001;859;alpha;delta;+;;119.0
S001;860;alpha;delta;-;118.0;
S001;866;alpha;delta;+;;112.0
S001;873;alpha;delta;-;105.0;
S001;885;alpha;delta;+;;93.0
S001;886;alpha;delta;-;92.0;
S001;888;alpha;delta;+;;90.0
S001;898;alpha;delta;-;80.0;
S001;922;alpha;delta;+;;56.0
S001;929;alpha;delta;-;49.0;
S001;937;alpha;delta;+;;41.0
S001;952;alpha;delta;-;26.0;
S001;954;alpha;delta;+;;24.0
S001;960;alpha;delta;-;18.0;
S001;964;alpha;delta;+;;14.0
S001;966;alpha;delta;-;12.0;
S001;1016;alpha;delta;+;;
S001;1020;alpha;delta;-;;
S001;1078;alpha;delta;+;;
S001;1080;alpha;delta;-;;
S001;1092;alpha;delta;+;;
S001;1110;alpha;delta;-;;
S001;1118;alpha;delta;+;;
S001;1120;alpha;delta;-;;
S001;1121;alpha;delta;+;;
S001;1123;alpha;delta;-;;
S001;1125;alpha;delta;+;;
S001;1126;alpha;delta;-;;
S001;1128;alpha;delta;+;;
S001;1141;alpha;delta;-;;
S001;1156;alpha;delta;+;;
S001;1157;alpha;delta;-;;
S001;1159;alpha;delta;+;;
S001;1160;alpha;delta;-;;
S001;1164;alpha;delta;+;;
S001;1165;alpha;delta;-;;
S001;1170;alpha;delta;+;;
S001;1171;alpha;delta;-;;
S001;1173;alpha;delta;+;;
S001;1174;alpha;delta;-;;
S001;1198;alpha;delta;+;;
S001;1204;alpha;delta;-;;
S001;1205;alpha;delta;+;;
S001;1206;alpha;delta;-;;
S001;1208;alpha;delta;+;;
S001;1209;alpha;delta;-;;
S001;1320;alpha;delta;+;;
S001;1321;alpha;delta;-;;
S001;1322;alpha;delta;+;;
S001;1332;alpha;delta;-;;
S001;1337;alpha;delta;+;;
S001;1340;alpha;delta;-;;
S001;1341;alpha;delta;+;;
S001;1343;alpha;delta;-;;
S001;1355;alpha;delta;+;;
S001;1379;alpha;delta;-;;
S001;1380;alpha;delta;+;;
S001;1394;alpha;delta;-;;
S001;1397;alpha;delta;+;;
S001;1398;alpha;delta;-;;
S001;1401;alpha;delta;+;;
S001;1402;alpha;delta;-;;
S001;1404;alpha;delta;+;;
S001;1420;alpha;delta;-;;
S001;1422;alpha;delta;+;;
S001;1426;alpha;delta;-;;
S001;1428;alpha;delta;+;;
S001;1438;alpha;delta;-;;
S001;41;epsilon;gamma;-;14.0;15.0
S001;45;epsilon;gamma;+;11.0;10.0
S001;46;epsilon;gamma;-;9.0;10.0
S001;80;epsilon;gamma;+;122.0;121.0
S001;182;epsilon;gamma;-;19.0;20.0
S001;227;epsilon;gamma;+;40.0;44.0
S001;237;epsilon;gamma;-;34.0;30.0
S001;240;epsilon;gamma;+;27.0;31.0
S001;242;epsilon;gamma;-;29.0;25.0
S001;246;epsilon;gamma;+;21.0;25.0
S001;248;epsilon;gamma;-;23.0;19.0
S001;250;epsilon;gamma;+;17.0;21.0
S001;257;epsilon;gamma;-;14.0;10.0
S001;258;epsilon;gamma;+;9.0;13.0
S001;259;epsilon;gamma;-;12.0;8.0
S001;266;epsilon;gamma;+;1.0;5.0
S001;305;epsilon;gamma;-;1.0;3.0
S001;309;epsilon;gamma;+;25.0;24.0
S001;316;epsilon;gamma;-;17.0;18.0
S001;318;epsilon;gamma;+;16.0;15.0
S001;332;epsilon;gamma;-;1.0;2.0
S001;409;epsilon;gamma;+;19.0;22.0
S001;410;epsilon;gamma;-;21.0;18.0
S001;411;epsilon;gamma;+;17.0;20.0
S001;422;epsilon;gamma;-;9.0;6.0
S001;423;epsilon;gamma;+;5.0;8.0
S001;468;epsilon;gamma;-;117.0;118.0
S001;469;epsilon;gamma;+;117.0;116.0
S001;539;epsilon;gamma;-;46.0;47.0
S001;540;epsilon;gamma;+;46.0;45.0
S001;565;epsilon;gamma;-;20.0;21.0
S001;567;epsilon;gamma;+;19.0;18.0
S001;568;epsilon;gamma;-;17.0;18.0
S001;576;epsilon;gamma;+;10.0;9.0
S001;580;epsilon;gamma;-;5.0;6.0
S001;581;epsilon;gamma;+;5.0;4.0
S001;582;epsilon;gamma;-;3.0;4.0
S001;587;epsilon;gamma;+;18.0;12.0
S001;595;epsilon;gamma;-;4.0;10.0
S001;597;epsilon;gamma;+;8.0;2.0
S001;598;epsilon;gamma;-;1.0;7.0
S001;606;epsilon;gamma;+;21.0;2.0
S001;607;epsilon;gamma;-;1.0;20.0
S001;616;epsilon;gamma;+;11.0;12.0
S001;617;epsilon;gamma;-;11.0;10.0
S001;619;epsilon;gamma;+;8.0;9.0
S001;620;epsilon;gamma;-;8.0;7.0
S001;624;epsilon;gamma;+;3.0;4.0
S001;625;epsilon;gamma;-;3.0;2.0
S001;626;epsilon;gamma;+;1.0;2.0
S001;628;epsilon;gamma;-;11.0;3.0
S001;629;epsilon;gamma;+;2.0;10.0
S001;630;epsilon;gamma;-;9.0;1.0
S001;631;epsilon;gamma;+;14.0;8.0
S001;639;epsilon;gamma;-;15.0;6.0
S001;645;epsilon;gamma;+;21.0;9.0
S001;654;epsilon;gamma;-;13.0;12.0
S001;666;epsilon;gamma;+;2.0;1.0
S001;667;epsilon;gamma;-;3.0;1.0
S001;668;epsilon;gamma;+;5.0;2.0
S001;670;epsilon;gamma;-;4.0;3.0
S001;673;epsilon;gamma;+;3.0;1.0
S001;674;epsilon;gamma;-;3.0;2.0
S001;679;epsilon;gamma;+;9.0;1.0
S001;680;epsilon;gamma;-;24.0;8.0
S001;688;epsilon;gamma;+;62.0;16.0
S001;704;epsilon;gamma;-;173.0;46.0
S001;745;epsilon;gamma;+;5.0;132.0
S001;748;epsilon;gamma;-;129.0;2.0
S001;749;epsilon;gamma;+;1.0;128.0
S001;839;epsilon;gamma;-;38.0;39.0
S001;843;epsilon;gamma;+;35.0;34.0
S001;852;epsilon;gamma;-;25.0;26.0
S001;855;epsilon;gamma;+;23.0;22.0
S001;857;epsilon;gamma;-;20.0;21.0
S001;859;epsilon;gamma;+;19.0;18.0
S001;860;epsilon;gamma;-;17.0;18.0
S001;866;epsilon;gamma;+;12.0;11.0
S001;873;epsilon;gamma;-;4.0;5.0
S001;885;epsilon;gamma;+;2.0;1.0
S001;886;epsilon;gamma;-;12.0;1.0
S001;888;epsilon;gamma;+;54.0;10.0
S001;897;epsilon;gamma;-;1.0;45.0
S001;925;epsilon;gamma;+;17.0;21.0
S001;926;epsilon;gamma;-;20.0;16.0
S001;941;epsilon;gamma;+;1.0;5.0
S001;966;epsilon;gamma;-;167.0;164.0
S001;1097;epsilon;gamma;+;33.0;36.0
S001;1111;epsilon;gamma;-;22.0;19.0
S001;1114;epsilon;gamma;+;16.0;19.0
S001;1115;epsilon;gamma;-;18.0;15.0
S001;1117;epsilon;gamma;+;13.0;16.0
S001;1141;epsilon;gamma;-;16.0;15.0
S001;1200;epsilon;gamma;+;163.0;165.0
S001;1202;epsilon;gamma;-;163.0;161.0
S001;1323;epsilon;gamma;+;40.0;42.0
S001;1332;epsilon;gamma;-;33.0;31.0
S001;1337;epsilon;gamma;+;26.0;28.0
S001;1339;epsilon;gamma;-;26.0;24.0
S001;1341;epsilon;gamma;+;22.0;24.0
S001;1343;epsilon;gamma;-;22.0;20.0
S001;1356;epsilon;gamma;+;7.0;9.0
S001;1420;epsilon;gamma;-;;
S001;1422;epsilon;gamma;+;;
S001;1427;epsilon;gamma;-;;
S001;1428;epsilon;gamma;+;;
S001;41;epsilon;beta;-;19.0;20.0
S001;45;epsilon;beta;+;16.0;15.0
S001;46;epsilon;beta;-;14.0;15.0
S001;80;epsilon;beta;+;165.0;164.0
S001;182;epsilon;beta;-;62.0;63.0
S001;227;epsilon;beta;+;18.0;17.0
S001;237;epsilon;beta;-;7.0;8.0
S001;240;epsilon;beta;+;5.0;4.0
S001;242;epsilon;beta;-;2.0;3.0
S001;246;epsilon;beta;+;12.0;11.0
S001;248;epsilon;beta;-;9.0;10.0
S001;250;epsilon;beta;+;8.0;7.0
S001;257;epsilon;beta;-;2.0;1.0
S001;258;epsilon;beta;+;9.0;1.0
S001;259;epsilon;beta;-;46.0;8.0
S001;266;epsilon;beta;+;1.0;39.0
S001;305;epsilon;beta;-;11.0;4.0
S001;309;epsilon;beta;+;8.0;7.0
S001;316;epsilon;beta;-;17.0;1.0
S001;318;epsilon;beta;+;16.0;15.0
S001;332;epsilon;beta;-;1.0;2.0
S001;409;epsilon;beta;+;32.0;43.0
S001;410;epsilon;beta;-;42.0;31.0
S001;411;epsilon;beta;+;30.0;41.0
S001;422;epsilon;beta;-;30.0;19.0
S001;423;epsilon;beta;+;18.0;29.0
S001;468;epsilon;beta;-;186.0;2.0
S001;469;epsilon;beta;+;1.0;185.0
S001;539;epsilon;beta;-;115.0;117.0
S001;540;epsilon;beta;+;116.0;114.0
S001;565;epsilon;beta;-;89.0;91.0
S001;567;epsilon;beta;+;89.0;87.0
S001;568;epsilon;beta;-;86.0;88.0
S001;576;epsilon;beta;+;80.0;78.0
S001;580;epsilon;beta;-;74.0;76.0
S001;581;epsilon;beta;+;75.0;73.0
S001;582;epsilon;beta;-;72.0;74.0
S001;587;epsilon;beta;+;69.0;67.0
S001;595;epsilon;beta;-;59.0;61.0
S001;597;epsilon;beta;+;59.0;57.0
S001;598;epsilon;beta;-;56.0;58.0
S001;606;epsilon;beta;+;50.0;48.0
S001;607;epsilon;beta;-;47.0;49.0
S001;616;epsilon;beta;+;40.0;38.0
S001;617;epsilon;beta;-;37.0;39.0
S001;619;epsilon;beta;+;37.0;35.0
S001;620;epsilon;beta;-;34.0;36.0
S001;624;epsilon;beta;+;32.0;30.0
S001;625;epsilon;beta;-;29.0;31.0
S001;626;epsilon;beta;+;30.0;28.0
S001;628;epsilon;beta;-;26.0;28.0
S001;629;epsilon;beta;+;27.0;25.0
S001;630;epsilon;beta;-;24.0;26.0
S001;631;epsilon;beta;+;25.0;23.0
S001;639;epsilon;beta;-;15.0;17.0
S001;645;epsilon;beta;+;11.0;9.0
S001;654;epsilon;beta;-;4.0;2.0
S001;666;epsilon;beta;+;13.0;1.0
S001;667;epsilon;beta;-;13.0;12.0
S001;668;epsilon;beta;+;11.0;12.0
S001;670;epsilon;beta;-;10.0;9.0
S001;673;epsilon;beta;+;6.0;7.0
S001;674;epsilon;beta;-;6.0;5.0
S001;679;epsilon;beta;+;9.0;1.0
S001;680;epsilon;beta;-;24.0;8.0
S001;688;epsilon;beta;+;62.0;16.0
S001;704;epsilon;beta;-;197.0;46.0
S001;745;epsilon;beta;+;5.0;156.0
S001;748;epsilon;beta;-;153.0;2.0
S001;749;epsilon;beta;+;1.0;152.0
S001;839;epsilon;beta;-;62.0;64.0
S001;843;epsilon;beta;+;60.0;58.0
S001;852;epsilon;beta;-;49.0;51.0
S001;855;epsilon;beta;+;48.0;46.0
S001;857;epsilon;beta;-;44.0;46.0
S001;859;epsilon;beta;+;44.0;42.0
S001;860;epsilon;beta;-;41.0;43.0
S001;866;epsilon;beta;+;37.0;35.0
S001;873;epsilon;beta;-;28.0;30.0
S001;885;epsilon;beta;+;18.0;16.0
S001;886;epsilon;beta;-;15.0;17.0
S001;888;epsilon;beta;+;15.0;13.0
S001;897;epsilon;beta;-;4.0;6.0
S001;925;epsilon;beta;+;17.0;1.0
S001;926;epsilon;beta;-;23.0;16.0
S001;941;epsilon;beta;+;1.0;8.0
S001;966;epsilon;beta;-;428.0;416.0
S001;1097;epsilon;beta;+;285.0;297.0
S001;1111;epsilon;beta;-;283.0;271.0
S001;1114;epsilon;beta;+;268.0;280.0
S001;1115;epsilon;beta;-;279.0;267.0
S001;1117;epsilon;beta;+;265.0;277.0
S001;1141;epsilon;beta;-;253.0;241.0
S001;1200;epsilon;beta;+;182.0;194.0
S001;1202;epsilon;beta;-;192.0;180.0
S001;1323;epsilon;beta;+;59.0;71.0
S001;1332;epsilon;beta;-;62.0;50.0
S001;1337;epsilon;beta;+;45.0;57.0
S001;1339;epsilon;beta;-;55.0;43.0
S001;1341;epsilon;beta;+;41.0;53.0
S001;1343;epsilon;beta;-;51.0;39.0
S001;1356;epsilon;beta;+;26.0;38.0
S001;1420;epsilon;beta;-;;
S001;1422;epsilon;beta;+;;
S001;1427;epsilon;beta;-;;
S001;1428;epsilon;beta;+;;
S001;41;epsilon;delta;-;310.0;400.0
S001;45;epsilon;delta;+;396.0;306.0
S001;46;epsilon;delta;-;305.0;395.0
S001;80;epsilon;delta;+;361.0;271.0
S001;182;epsilon;delta;-;169.0;259.0
S001;227;epsilon;delta;+;214.0;124.0
S001;237;epsilon;delta;-;114.0;204.0
S001;240;epsilon;delta;+;201.0;111.0
S001;242;epsilon;delta;-;109.0;199.0
S001;246;epsilon;delta;+;195.0;105.0
S001;248;epsilon;delta;-;103.0;193.0
S001;250;epsilon;delta;+;191.0;101.0
S001;257;epsilon;delta;-;94.0;184.0
S001;258;epsilon;delta;+;183.0;93.0
S001;259;epsilon;delta;-;92.0;182.0
S001;266;epsilon;delta;+;175.0;85.0
S001;305;epsilon;delta;-;46.0;136.0
S001;309;epsilon;delta;+;132.0;42.0
S001;316;epsilon;delta;-;35.0;125.0
S001;318;epsilon;delta;+;123.0;33.0
S001;332;epsilon;delta;-;19.0;109.0
S001;409;epsilon;delta;+;32.0;35.0
S001;410;epsilon;delta;-;34.0;31.0
S001;411;epsilon;delta;+;30.0;33.0
S001;422;epsilon;delta;-;22.0;19.0
S001;423;epsilon;delta;+;18.0;21.0
S001;468;epsilon;delta;-;269.0;3.0
S001;469;epsilon;delta;+;2.0;268.0
S001;539;epsilon;delta;-;198.0;202.0
S001;540;epsilon;delta;+;201.0;197.0
S001;565;epsilon;delta;-;172.0;176.0
S001;567;epsilon;delta;+;174.0;170.0
S001;568;epsilon;delta;-;169.0;173.0
S001;576;epsilon;delta;+;165.0;161.0
S001;580;epsilon;delta;-;157.0;161.0
S001;581;epsilon;delta;+;160.0;156.0
S001;582;epsilon;delta;-;155.0;159.0
S001;587;epsilon;delta;+;154.0;150.0
S001;595;epsilon;delta;-;142.0;146.0
S001;597;epsilon;delta;+;144.0;140.0
S001;598;epsilon;delta;-;139.0;143.0
S001;606;epsilon;delta;+;135.0;131.0
S001;607;epsilon;delta;-;130.0;134.0
S001;616;epsilon;delta;+;125.0;121.0
S001;617;epsilon;delta;-;120.0;124.0
S001;619;epsilon;delta;+;122.0;118.0
S001;620;epsilon;delta;-;117.0;121.0
S001;624;epsilon;delta;+;117.0;113.0
S001;625;epsilon;delta;-;112.0;116.0
S001;626;epsilon;delta;+;115.0;111.0
S001;628;epsilon;delta;-;109.0;113.0
S001;629;epsilon;delta;+;112.0;108.0
S001;630;epsilon;delta;-;107.0;111.0
S001;631;epsilon;delta;+;110.0;106.0
S001;639;epsilon;delta;-;98.0;102.0
S001;645;epsilon;delta;+;96.0;92.0
S001;654;epsilon;delta;-;83.0;87.0
S001;666;epsilon;delta;+;75.0;71.0
S001;667;epsilon;delta;-;70.0;74.0
S001;668;epsilon;delta;+;73.0;69.0
S001;670;epsilon;delta;-;67.0;71.0
S001;673;epsilon;delta;+;68.0;64.0
S001;674;epsilon;delta;-;63.0;67.0
S001;679;epsilon;delta;+;62.0;58.0
S001;680;epsilon;delta;-;57.0;61.0
S001;688;epsilon;delta;+;53.0;49.0
S001;704;epsilon;delta;-;33.0;37.0
S001;745;epsilon;delta;+;;233.0
S001;748;epsilon;delta;-;230.0;
S001;749;epsilon;delta;+;;229.0
S001;839;epsilon;delta;-;139.0;
S001;843;epsilon;delta;+;;135.0
S001;852;epsilon;delta;-;126.0;
S001;855;epsilon;delta;+;;123.0
S001;857;epsilon;delta;-;121.0;
S001;859;epsilon;delta;+;;119.0
S001;860;epsilon;delta;-;118.0;
S001;866;epsilon;delta;+;;112.0
S001;873;epsilon;delta;-;105.0;
S001;885;epsilon;delta;+;;93.0
S001;886;epsilon;delta;-;92.0;
S001;888;epsilon;delta;+;;90.0
S001;897;epsilon;delta;-;81.0;
S001;925;epsilon;delta;+;;53.0
S001;926;epsilon;delta;-;52.0;
S001;941;epsilon;delta;+;;37.0
S001;966;epsilon;delta;-;12.0;
S001;1097;epsilon;delta;+;;
S001;1111;epsilon;delta;-;;
S001;1114;epsilon;delta;+;;
S001;1115;epsilon;delta;-;;
S001;1117;epsilon;delta;+;;
S001;1141;epsilon;delta;-;;
S001;1200;epsilon;delta;+;;
S001;1202;epsilon;delta;-;;
S001;1323;epsilon;delta;+;;
S001;1332;epsilon;delta;-;;
S001;1337;epsilon;delta;+;;
S001;1339;epsilon;delta;-;;
S001;1341;epsilon;delta;+;;
S001;1343;epsilon;delta;-;;
S001;1356;epsilon;delta;+;;
S001;1420;epsilon;delta;-;;
S001;1422;epsilon;delta;+;;
S001;1427;epsilon;delta;-;;
S001;1428;epsilon;delta;+;;
S001;55;gamma;beta;-;5.0;6.0
S001;56;gamma;beta;+;5.0;4.0
S001;58;gamma;beta;-;2.0;3.0
S001;62;gamma;beta;+;2.0;1.0
S001;63;gamma;beta;-;2.0;1.0
S001;74;gamma;beta;+;2.0;1.0
S001;75;gamma;beta;-;169.0;1.0
S001;80;gamma;beta;+;165.0;164.0
S001;201;gamma;beta;-;43.0;44.0
S001;202;gamma;beta;+;43.0;42.0
S001;203;gamma;beta;-;41.0;42.0
S001;210;gamma;beta;+;35.0;34.0
S001;212;gamma;beta;-;32.0;33.0
S001;213;gamma;beta;+;32.0;31.0
S001;216;gamma;beta;-;28.0;29.0
S001;267;gamma;beta;+;42.0;38.0
S001;271;gamma;beta;-;34.0;38.0
S001;273;gamma;beta;+;36.0;32.0
S001;306;gamma;beta;-;10.0;3.0
S001;308;gamma;beta;+;1.0;8.0
S001;333;gamma;beta;-;2.0;1.0
S001;334;gamma;beta;+;107.0;1.0
S001;335;gamma;beta;-;117.0;106.0
S001;428;gamma;beta;+;13.0;24.0
S001;431;gamma;beta;-;21.0;10.0
S001;432;gamma;beta;+;9.0;20.0
S001;585;gamma;beta;-;69.0;71.0
S001;586;gamma;beta;+;70.0;68.0
S001;599;gamma;beta;-;55.0;57.0
S001;605;gamma;beta;+;51.0;49.0
S001;608;gamma;beta;-;46.0;48.0
S001;627;gamma;beta;+;29.0;27.0
S001;628;gamma;beta;-;26.0;28.0
S001;631;gamma;beta;+;25.0;23.0
S001;639;gamma;beta;-;15.0;17.0
S001;645;gamma;beta;+;11.0;9.0
S001;654;gamma;beta;-;4.0;2.0
S001;666;gamma;beta;+;13.0;1.0
S001;667;gamma;beta;-;13.0;12.0
S001;668;gamma;beta;+;11.0;12.0
S001;670;gamma;beta;-;10.0;9.0
S001;673;gamma;beta;+;6.0;7.0
S001;674;gamma;beta;-;6.0;5.0
S001;676;gamma;beta;+;3.0;4.0
S001;677;gamma;beta;-;3.0;2.0
S001;679;gamma;beta;+;9.0;1.0
S001;680;gamma;beta;-;24.0;8.0
S001;688;gamma;beta;+;62.0;16.0
S001;704;gamma;beta;-;197.0;46.0
S001;750;gamma;beta;+;153.0;151.0
S001;877;gamma;beta;-;24.0;26.0
S001;878;gamma;beta;+;25.0;23.0
S001;880;gamma;beta;-;21.0;23.0
S001;883;gamma;beta;+;20.0;18.0
S001;886;gamma;beta;-;15.0;17.0
S001;887;gamma;beta;+;16.0;14.0
S001;898;gamma;beta;-;3.0;5.0
S001;942;gamma;beta;+;15.0;7.0
S001;946;gamma;beta;-;3.0;11.0
S001;947;gamma;beta;+;10.0;2.0
S001;949;gamma;beta;-;10.0;8.0
S001;957;gamma;beta;+;425.0;2.0
S001;959;gamma;beta;-;435.0;423.0
S001;964;gamma;beta;+;418.0;430.0
S001;966;gamma;beta;-;428.0;416.0
S001;1130;gamma;beta;+;252.0;264.0
S001;1133;gamma;beta;-;261.0;249.0
S001;1134;gamma;beta;+;248.0;260.0
S001;1137;gamma;beta;-;257.0;245.0
S001;1138;gamma;beta;+;244.0;256.0
S001;1141;gamma;beta;-;253.0;241.0
S001;1156;gamma;beta;+;226.0;238.0
S001;1157;gamma;beta;-;237.0;225.0
S001;1159;gamma;beta;+;223.0;235.0
S001;1160;gamma;beta;-;234.0;222.0
S001;1363;gamma;beta;+;19.0;31.0
S001;1365;gamma;beta;-;29.0;17.0
S001;1370;gamma;beta;+;12.0;24.0
S001;55;gamma;delta;-;296.0;386.0
S001;56;gamma;delta;+;385.0;295.0
S001;58;gamma;delta;-;293.0;383.0
S001;62;gamma;delta;+;379.0;289.0
S001;63;gamma;delta;-;288.0;378.0
S001;74;gamma;delta;+;367.0;277.0
S001;75;gamma;delta;-;276.0;366.0
S001;80;gamma;delta;+;361.0;271.0
S001;201;gamma;delta;-;150.0;240.0
S001;202;gamma;delta;+;239.0;149.0
S001;203;gamma;delta;-;148.0;238.0
S001;210;gamma;delta;+;231.0;141.0
S001;212;gamma;delta;-;139.0;229.0
S001;213;gamma;delta;+;228.0;138.0
S001;216;gamma;delta;-;135.0;225.0
S001;267;gamma;delta;+;174.0;84.0
S001;271;gamma;delta;-;80.0;170.0
S001;273;gamma;delta;+;168.0;78.0
S001;306;gamma;delta;-;45.0;135.0
S001;308;gamma;delta;+;133.0;43.0
S001;333;gamma;delta;-;18.0;108.0
S001;334;gamma;delta;+;107.0;17.0
S001;335;gamma;delta;-;16.0;106.0
S001;428;gamma;delta;+;13.0;16.0
S001;431;gamma;delta;-;13.0;10.0
S001;432;gamma;delta;+;9.0;12.0
S001;585;gamma;delta;-;152.0;156.0
S001;586;gamma;delta;+;155.0;151.0
S001;599;gamma;delta;-;138.0;142.0
S001;605;gamma;delta;+;136.0;132.0
S001;608;gamma;delta;-;129.0;133.0
S001;627;gamma;delta;+;114.0;110.0
S001;628;gamma;delta;-;109.0;113.0
S001;631;gamma;delta;+;110.0;106.0
S001;639;gamma;delta;-;98.0;102.0
S001;645;gamma;delta;+;96.0;92.0
S001;654;gamma;delta;-;83.0;87.0
S001;666;gamma;delta;+;75.0;71.0
S001;667;gamma;delta;-;70.0;74.0
S001;668;gamma;delta;+;73.0;69.0
S001;670;gamma;delta;-;67.0;71.0
S001;673;gamma;delta;+;68.0;64.0
S001;674;gamma;delta;-;63.0;67.0
S001;676;gamma;delta;+;65.0;61.0
S001;677;gamma;delta;-;60.0;64.0
S001;679;gamma;delta;+;62.0;58.0
S001;680;gamma;delta;-;57.0;61.0
S001;688;gamma;delta;+;53.0;49.0
S001;704;gamma;delta;-;33.0;37.0
S001;750;gamma;delta;+;;228.0
S001;877;gamma;delta;-;101.0;
S001;878;gamma;delta;+;;100.0
S001;880;gamma;delta;-;98.0;
S001;883;gamma;delta;+;;95.0
S001;886;gamma;delta;-;92.0;
S001;887;gamma;delta;+;;91.0
S001;898;gamma;delta;-;80.0;
S001;942;gamma;delta;+;;36.0
S001;946;gamma;delta;-;32.0;
S001;947;gamma;delta;+;;31.0
S001;949;gamma;delta;-;29.0;
S001;957;gamma;delta;+;;21.0
S001;959;gamma;delta;-;19.0;
S001;964;gamma;delta;+;;14.0
S001;966;gamma;delta;-;12.0;
S001;1130;gamma;delta;+;;
S001;1133;gamma;delta;-;;
S001;1134;gamma;delta;+;;
S001;1137;gamma;delta;-;;
S001;1138;gamma;delta;+;;
S001;1141;gamma;delta;-;;
S001;1156;gamma;delta;+;;
S001;1157;gamma;delta;-;;
S001;1159;gamma;delta;+;;
S001;1160;gamma;delta;-;;
S001;1363;gamma;delta;+;;
S001;1365;gamma;delta;-;;
S001;1370;gamma;delta;+;;
S001;60;beta;delta;-;291.0;381.0
S001;61;beta;delta;+;380.0;290.0
S001;63;beta;delta;-;288.0;378.0
S001;64;beta;delta;+;377.0;287.0
S001;65;beta;delta;-;286.0;376.0
S001;67;beta;delta;+;374.0;284.0
S001;69;beta;delta;-;282.0;372.0
S001;70;beta;delta;+;371.0;281.0
S001;75;beta;delta;-;276.0;366.0
S001;76;beta;delta;+;365.0;275.0
S001;244;beta;delta;-;107.0;197.0
S001;245;beta;delta;+;196.0;106.0
S001;257;beta;delta;-;94.0;184.0
S001;258;beta;delta;+;183.0;93.0
S001;259;beta;delta;-;92.0;182.0
S001;267;beta;delta;+;174.0;84.0
S001;305;beta;delta;-;46.0;136.0
S001;309;beta;delta;+;132.0;42.0
S001;316;beta;delta;-;35.0;125.0
S001;317;beta;delta;+;124.0;34.0
S001;333;beta;delta;-;18.0;108.0
S001;334;beta;delta;+;107.0;17.0
S001;335;beta;delta;-;16.0;106.0
S001;441;beta;delta;+;6.0;3.0
S001;452;beta;delta;-;285.0;19.0
S001;459;beta;delta;+;12.0;278.0
S001;467;beta;delta;-;270.0;4.0
S001;470;beta;delta;+;1.0;267.0
S001;654;beta;delta;-;83.0;87.0
S001;656;beta;delta;+;85.0;81.0
S001;658;beta;delta;-;79.0;83.0
S001;666;beta;delta;+;75.0;71.0
S001;667;beta;delta;-;70.0;74.0
S001;679;beta;delta;+;62.0;58.0
S001;680;beta;delta;-;57.0;61.0
S001;688;beta;delta;+;53.0;49.0
S001;704;beta;delta;-;33.0;37.0
S001;750;beta;delta;+;;228.0
S001;901;beta;delta;-;77.0;
S001;903;beta;delta;+;;75.0
S001;909;beta;delta;-;69.0;
S001;915;beta;delta;+;;63.0
S001;916;beta;delta;-;62.0;
S001;923;beta;delta;+;;55.0
S001;926;beta;delta;-;52.0;
S001;942;beta;delta;+;;36.0
S001;949;beta;delta;-;29.0;
S001;957;beta;delta;+;;21.0
S001;959;beta;delta;-;19.0;
S001;1382;beta;delta;+;;
S001;1394;beta;delta;-;;
S001;1397;beta;delta;+;;
S001;1398;beta;delta;-;;
S001;1401;beta;delta;+;;
S001;1402;beta;delta;-;;
S001;1403;beta;delta;+;;
S002;1;alpha;epsilon;-;2.0;3.0
S002;6;alpha;epsilon;+;46.0;5.0
