segment;pas;capteur;longueur;cote;rang_segment;collage_replie;capteur_appele_par_collage;capteur_appele_par_longueur
S002;905;epsilon;2;-;56;118;;
S002;907;alpha;2;+;119;112;;
S002;907;epsilon;2;+;57;39;;
S002;908;epsilon;1;-;58;10;;
S002;909;alpha;2;-;120;106;delta;
S002;911;alpha;2;+;121;46;;
S002;912;alpha;1;-;122;80;;
S002;922;alpha;10;+;123;9;;
S002;922;epsilon;14;+;59;125;;
S002;923;alpha;1;-;124;91;epsilon;
S002;923;epsilon;1;-;60;108;gamma;
S002;924;alpha;1;+;125;22;;
S002;924;epsilon;1;+;61;65;;
S002;928;epsilon;4;-;62;19;gamma;
S002;929;alpha;5;-;126;98;;
S002;935;gamma;140;-;52;85;;
S002;937;gamma;2;+;53;90;;
S002;938;alpha;9;+;127;100;gamma;
S002;938;epsilon;10;+;63;5;;
S002;939;alpha;1;-;128;112;;
S002;939;epsilon;1;-;64;51;;
S002;940;alpha;1;+;129;105;;
S002;940;epsilon;1;+;65;3;;
S002;941;alpha;1;-;130;35;;
S002;941;epsilon;1;-;66;31;;
S002;944;gamma;7;-;54;18;epsilon;
S002;945;alpha;4;+;131;100;gamma;
S002;945;epsilon;4;+;67;60;;
S002;945;gamma;1;+;55;54;;
S002;949;alpha;4;-;132;115;;
S002;949;epsilon;4;-;68;96;;
S002;950;gamma;5;-;56;37;;
S002;952;beta;157;-;28;122;;
S002;956;delta;144;-;29;0;;
S002;958;delta;2;+;30;2;;
S002;960;delta;2;-;31;22;;
S002;961;delta;1;+;32;94;;
S002;965;delta;4;-;33;55;;
S002;992;alpha;43;+;133;113;;delta
S002;999;alpha;7;-;134;121;;
S002;1012;alpha;13;+;135;48;;
S002;1013;epsilon;64;+;69;12;;
S002;1030;delta;65;+;34;104;;
S002;1031;gamma;81;+;57;98;;
S002;1037;beta;85;+;29;93;;
S002;1049;alpha;37;-;136;11;;
S002;1049;beta;12;-;30;41;;
S002;1055;epsilon;42;-;70;99;;
S002;1055;delta;25;-;35;11;;
S002;1056;gamma;25;-;58;46;;
S002;1057;gamma;1;+;59;80;;
S002;1059;epsilon;4;+;71;105;;
S002;1059;delta;4;+;36;114;;
S002;1060;epsilon;1;-;72;35;;
S002;1060;delta;1;-;37;125;;
S002;1066;epsilon;6;+;73;102;;
S002;1066;delta;6;+;38;113;;
S002;1067;epsilon;1;-;74;5;;
S002;1069;delta;3;-;39;117;;
S002;1073;gamma;16;-;60;15;;
S002;1074;gamma;1;+;61;24;;
S002;1075;gamma;1;-;62;114;;
S002;1097;alpha;48;+;137;5;;
S002;1109;alpha;12;-;138;4;;
S002;1114;alpha;5;+;139;45;;
S002;1116;alpha;2;-;140;71;;
S002;1117;alpha;1;+;141;76;;
S002;1117;epsilon;50;+;75;42;;
S002;1118;beta;69;+;31;105;;
S002;1127;beta;9;-;32;43;delta;
S002;1128;beta;1;+;33;50;;
S002;1129;gamma;54;+;63;24;;
S002;1129;delta;60;+;40;76;;
S002;1130;delta;1;-;41;126;;
S002;1131;gamma;2;-;64;115;;
S002;1132;gamma;1;+;65;8;;
S002;1135;gamma;3;-;66;83;;
S002;1136;alpha;19;-;142;126;;gamma
S002;1137;alpha;1;+;143;118;;
S002;1140;alpha;3;-;144;40;;
S002;1142;alpha;2;+;145;21;delta;
S002;1143;alpha;1;-;146;84;delta;
S002;1143;epsilon;26;-;76;35;;
S002;1143;beta;15;-;34;62;;
S002;1154;alpha;11;+;147;29;;
S002;1154;epsilon;11;+;77;82;;
S002;1155;gamma;20;+;67;65;;beta
S002;1155;beta;12;+;35;116;;
S002;1160;alpha;6;-;148;42;;
S002;1160;epsilon;6;-;78;64;;
S002;1160;gamma;5;-;68;20;beta;
S002;1160;beta;5;-;36;22;;
S002;1162;alpha;2;+;149;41;;
S002;1162;gamma;2;+;69;75;;
S002;1163;alpha;1;-;150;30;;
S002;1163;gamma;1;-;70;116;;
S002;1164;alpha;1;+;151;47;;
S002;1165;alpha;1;-;152;90;;
S002;1166;alpha;1;+;153;12;;
S002;1169;gamma;6;+;71;23;;
S002;1170;epsilon;10;+;79;60;;
S002;1173;epsilon;3;-;80;95;;
S002;1174;epsilon;1;+;81;62;;
S002;1175;beta;15;+;37;56;;
S002;1177;beta;2;-;38;54;;
S002;1178;beta;1;+;39;33;;
S002;1180;beta;2;-;40;78;;
S002;1182;beta;2;+;41;20;beta;
S002;1183;beta;1;-;42;74;;
S002;1184;beta;1;+;43;106;delta;
S002;1185;beta;1;-;44;45;;
S002;1187;beta;2;+;45;71;;
S002;1192;delta;62;+;42;89;;
S002;1219;alpha;53;-;154;110;alpha;
S002;1232;alpha;13;+;155;91;epsilon;
S002;1235;alpha;3;-;156;24;;
S002;1239;epsilon;65;-;82;42;;
S002;1240;delta;48;-;43;58;;
S002;1241;delta;1;+;44;73;;
S002;1244;alpha;9;+;157;122;;
S002;1245;epsilon;6;+;83;45;;
S002;1320;alpha;14;-;158;22;;
S002;1320;epsilon;13;-;84;68;alpha;
S002;1322;alpha;2;+;159;95;;
S002;1322;epsilon;2;+;85;47;;
S002;1325;alpha;3;-;160;64;;
S002;1325;epsilon;3;-;86;92;;
S002;1326;epsilon;1;+;87;32;;
S002;1329;epsilon;3;-;88;69;;
S002;1330;epsilon;1;+;89;56;;
S002;1331;epsilon;1;-;90;53;;
S002;1334;epsilon;3;+;91;25;;
S002;1336;alpha;11;+;161;61;;
S002;1350;alpha;14;-;162;18;epsilon;
S002;1352;epsilon;18;-;92;105;;epsilon
S002;1357;gamma;126;-;72;12;;
S002;1374;beta;125;-;46;5;;
S002;1375;beta;1;+;47;51;;
S002;1376;beta;1;-;48;3;;
S002;1377;delta;74;-;45;8;;
S002;1378;delta;1;+;46;81;;
S002;1379;delta;1;-;47;49;;
S002;1380;delta;1;+;48;110;alpha;
S002;1386;delta;6;-;49;90;;
S002;1398;delta;12;+;50;122;;
S002;1399;delta;1;-;51;78;;
S002;1400;delta;1;+;52;19;gamma;
S002;1406;delta;6;-;53;69;;
S002;1410;delta;4;+;54;59;alpha;
S002;1412;alpha;62;+;163;84;delta;
S002;1412;epsilon;60;+;93;19;gamma;
S002;1415;epsilon;3;-;94;66;;
S002;1416;epsilon;1;+;95;26;;
S002;1421;gamma;64;+;73;121;;
S002;1423;gamma;2;-;74;69;;
S002;1425;gamma;2;+;75;57;;
S002;1425;beta;49;+;49;95;;
S002;1426;gamma;1;-;76;63;;
S002;1426;beta;1;-;50;62;;
S002;1429;gamma;3;+;77;125;;
S002;1430;beta;4;+;51;116;;
S003;3;alpha;3;-;1;3;;
S003;3;epsilon;3;-;1;3;;
S003;3;gamma;3;-;1;3;;
S003;3;beta;3;-;1;3;;
S003;5;epsilon;2;+;2;32;;
S003;6;epsilon;1;-;3;67;;
S003;7;delta;7;-;1;7;;
S003;28;alpha;25;+;2;71;;
S003;35;alpha;7;-;3;82;;
S003;36;alpha;1;+;4;59;alpha;
S003;39;epsilon;33;+;4;2;;
S003;39;gamma;36;+;2;82;;epsilon
S003;39;delta;32;+;2;97;;
S003;40;gamma;1;-;3;59;alpha;
S003;41;gamma;1;+;4;83;;
S003;42;gamma;1;-;5;69;;
S003;43;epsilon;4;-;5;24;;
S003;44;epsilon;1;+;6;114;;
S003;44;gamma;2;+;6;57;;
S003;45;beta;42;+;2;88;;
S003;47;beta;2;-;3;120;;
S003;48;beta;1;+;4;58;;
S003;51;beta;3;-;5;75;;
S003;52;alpha;16;-;5;74;;
S003;52;epsilon;8;-;7;5;;
S003;52;gamma;8;-;7;70;;
S003;52;delta;13;-;3;61;;
S003;54;alpha;2;+;6;107;beta;
S003;54;epsilon;2;+;8;52;;
S003;54;gamma;2;+;8;67;;
S003;54;delta;2;+;4;104;;
S003;56;alpha;2;-;7;56;;
S003;56;gamma;2;-;9;37;;
S003;56;delta;2;-;5;26;;
S003;60;epsilon;6;-;9;18;epsilon;
S003;79;alpha;23;+;8;35;;
S003;92;epsilon;32;+;10;54;;
S003;102;alpha;23;-;9;94;;
S003;102;epsilon;10;-;11;76;;
S003;103;alpha;1;+;10;52;;
S003;103;epsilon;1;+;12;126;;
S003;106;gamma;50;+;10;67;;
S003;107;gamma;1;-;11;36;epsilon;
S003;108;gamma;1;+;12;107;beta;
S003;109;beta;58;+;6;65;;
S003;110;gamma;2;-;13;56;;
S003;110;beta;1;-;7;16;;
S003;112;gamma;2;+;14;54;;
S003;114;alpha;11;-;11;4;;
S003;114;gamma;2;-;15;34;;
S003;115;epsilon;12;-;13;39;;
S003;117;epsilon;2;+;14;11;;
S003;121;epsilon;4;-;15;114;;
S003;123;epsilon;2;+;16;126;;
S003;125;epsilon;2;-;17;119;;
S003;142;alpha;28;+;12;47;;
S003;145;epsilon;20;+;18;109;epsilon;beta
S003;145;gamma;31;+;16;2;;
S003;148;epsilon;3;-;19;77;;
S003;148;gamma;3;-;17;23;;
S003;149;epsilon;1;+;20;9;;
S003;149;gamma;1;+;18;104;;
S003;151;alpha;9;-;13;98;;
S003;151;epsilon;2;-;21;92;;
S003;151;gamma;2;-;19;26;;
S003;154;alpha;3;+;14;94;;
S003;154;epsilon;3;+;22;34;;
S003;154;gamma;3;+;20;9;;
S003;158;beta;48;+;8;124;;
S003;160;beta;2;-;9;99;;
S003;163;beta;3;+;10;104;;
S003;165;delta;109;+;6;74;;epsilon
S003;205;alpha;51;-;15;53;;
S003;206;alpha;1;+;16;23;;
S003;207;alpha;1;-;17;104;;
S003;208;alpha;1;+;18;25;;
S003;209;alpha;1;-;19;124;;
S003;218;alpha;9;+;20;106;delta;
S003;221;alpha;3;-;21;47;;
S003;222;epsilon;68;-;23;39;;alpha
S003;230;alpha;9;+;22;98;;
S003;231;alpha;1;-;23;92;;
S003;235;alpha;4;+;24;35;;
S003;235;epsilon;13;+;24;103;;
S003;239;alpha;4;-;25;100;gamma;
S003;239;epsilon;4;-;25;18;epsilon;
S003;240;alpha;1;+;26;112;;
S003;241;epsilon;2;+;26;55;;
S003;251;alpha;11;-;27;35;;
S003;251;epsilon;10;-;27;49;;
S003;253;alpha;2;+;28;98;;
S003;253;epsilon;2;+;28;111;;
S003;257;alpha;4;-;29;95;;
S003;257;epsilon;4;-;29;98;;
S003;258;gamma;104;-;21;87;;
S003;259;gamma;1;+;22;109;epsilon;
S003;261;alpha;4;+;30;65;;
S003;261;epsilon;4;+;30;95;;
S003;291;alpha;30;-;31;53;;
S003;301;epsilon;40;-;31;15;;
S003;304;epsilon;3;+;32;26;;
S003;308;epsilon;4;-;33;10;;
S003;309;alpha;18;+;32;111;;epsilon
S003;309;epsilon;1;+;34;101;;
S003;318;alpha;9;-;33;103;;
S003;318;epsilon;9;-;35;3;;
S003;324;alpha;6;+;34;20;beta;
S003;325;epsilon;7;+;36;37;;
S003;326;alpha;2;-;35;75;;
S003;326;epsilon;1;-;37;117;;
S003;330;gamma;71;-;23;49;;
S003;330;beta;167;-;11;27;gamma;
S003;332;beta;2;+;12;18;epsilon;
S003;333;beta;1;-;13;54;;
S003;335;beta;2;+;14;34;;
S003;338;beta;3;-;15;89;;
S003;339;beta;1;+;16;2;;
S003;341;beta;2;-;17;22;;
S003;342;beta;1;+;18;94;;
S003;343;beta;1;-;19;52;;
S003;355;alpha;29;+;36;36;epsilon;
S003;355;epsilon;29;+;38;45;;
S003;355;beta;12;+;20;5;;
S003;356;gamma;26;+;24;100;gamma;
S003;360;gamma;4;-;25;115;;
S003;362;gamma;2;+;26;9;;
S003;364;epsilon;9;-;39;78;;
S003;364;gamma;2;-;27;92;;
S003;365;beta;10;-;21;2;;
S003;366;alpha;11;-;37;55;;
S003;367;alpha;1;+;38;43;delta;
S003;369;epsilon;5;+;40;23;;
S003;369;beta;4;+;22;24;;
S003;371;beta;2;-;23;115;;
S003;372;epsilon;3;-;41;106;delta;
S003;373;epsilon;1;+;42;45;;
S003;374;alpha;7;-;39;56;;
S003;374;epsilon;1;-;43;70;;
S003;375;alpha;1;+;40;53;;
S003;375;epsilon;1;+;44;66;;
S003;376;beta;5;+;24;12;;
S003;377;gamma;13;+;28;69;;
S003;387;alpha;12;-;41;105;;
S003;387;gamma;10;-;29;52;;
S003;388;alpha;1;+;42;35;;
S003;388;gamma;1;+;30;13;;
S003;394;alpha;6;-;43;102;;
S003;395;alpha;1;+;44;5;;
S003;396;alpha;1;-;45;51;;
S003;397;alpha;1;+;46;3;;
S003;398;alpha;1;-;47;31;;
S003;400;gamma;12;-;31;42;;
S003;401;gamma;1;+;32;40;;
S003;402;epsilon;27;-;45;23;;gamma
S003;402;gamma;1;-;33;20;beta;
S003;402;beta;26;-;25;83;;
S003;432;alpha;34;+;48;86;;
S003;434;epsilon;32;+;46;46;;
S003;434;gamma;32;+;34;0;;
S003;435;alpha;3;-;49;101;;
S003;435;epsilon;1;-;47;80;;
S003;435;gamma;1;-;35;1;;
S003;438;alpha;3;+;50;124;;
S003;439;epsilon;4;+;48;42;;
S003;439;gamma;4;+;36;14;;
S003;441;gamma;2;-;37;15;;
S003;442;epsilon;3;-;49;42;;
S003;445;epsilon;3;+;50;42;;
S003;445;gamma;4;+;38;27;gamma;
S003;449;gamma;4;-;39;20;beta;
S003;450;alpha;12;-;51;93;;
S003;450;epsilon;5;-;51;44;;
S003;451;alpha;1;+;52;42;;
S003;451;epsilon;1;+;52;60;;
S003;451;gamma;2;+;40;75;;
S003;452;gamma;1;-;41;116;;
S003;453;gamma;1;+;42;18;epsilon;
S003;453;beta;51;+;26;96;;
S003;458;alpha;7;-;53;46;;
S003;458;gamma;5;-;43;58;;
S003;458;beta;5;-;27;76;;
S003;459;epsilon;8;-;53;100;gamma;
S003;461;epsilon;2;+;54;113;;
S003;463;epsilon;2;-;55;116;;
S003;464;epsilon;1;+;56;18;epsilon;
S003;468;alpha;10;+;54;38;;
S003;469;gamma;11;+;44;96;;
S003;469;beta;11;+;28;118;;
S003;488;alpha;20;-;55;10;;beta
S003;489;alpha;1;+;56;101;;
S003;507;alpha;18;-;57;85;;epsilon
S003;509;alpha;2;+;58;90;;
S003;514;alpha;5;-;59;16;;
S003;515;alpha;1;+;60;34;;
S003;531;alpha;16;-;61;114;;
S003;534;epsilon;70;-;57;92;;
S003;549;alpha;18;+;62;115;;epsilon
S003;549;epsilon;15;+;58;71;;
S003;551;alpha;2;-;63;9;;
S003;551;epsilon;2;-;59;77;;
S003;553;gamma;84;-;45;32;;delta
S003;555;beta;86;-;29;75;;
S003;565;delta;400;-;7;105;;
S003;584;alpha;33;+;64;44;;
S003;587;delta;22;+;8;108;gamma;
S003;588;delta;1;-;9;65;;
S003;589;delta;1;+;10;16;;
S003;591;epsilon;40;+;60;120;;
S003;592;epsilon;1;-;61;58;;
S003;592;delta;3;-;11;36;epsilon;
S003;593;epsilon;1;+;62;73;;
S003;593;delta;1;+;12;107;beta;
S003;596;epsilon;3;-;63;98;;
S003;596;delta;3;-;13;57;;
S003;597;alpha;13;-;65;95;;
S003;602;alpha;5;+;66;66;;
S003;603;alpha;1;-;67;26;;
S003;605;alpha;2;+;68;8;;
S003;605;epsilon;9;+;64;100;gamma;
S003;606;alpha;1;-;69;81;;
S003;606;epsilon;1;-;65;112;;
S003;611;epsilon;5;+;66;109;epsilon;
S003;612;epsilon;1;-;67;75;;
S003;617;epsilon;5;+;68;120;;
S003;619;alpha;13;+;70;112;;
S003;627;epsilon;10;-;69;72;;
S003;628;epsilon;1;+;70;86;;
S003;629;alpha;10;-;71;34;;
S003;629;epsilon;1;-;71;99;;
S003;633;alpha;4;+;72;90;;
S003;634;epsilon;5;+;72;106;delta;
S003;636;alpha;3;-;73;14;;
S003;636;epsilon;2;-;73;46;;
S003;662;alpha;26;+;74;29;;
S003;664;epsilon;28;+;74;56;;
S003;664;gamma;111;+;46;107;beta;
S003;666;gamma;2;-;47;56;;
S003;669;gamma;3;+;48;55;;
S003;675;gamma;6;-;49;48;;
S003;676;alpha;14;-;75;120;;
S003;676;epsilon;12;-;75;24;;
S003;678;alpha;2;+;76;59;alpha;
S003;679;epsilon;3;+;76;116;;
S003;682;alpha;4;-;77;86;;
S003;683;alpha;1;+;78;99;;
S003;684;gamma;9;+;50;108;gamma;
S003;686;gamma;2;-;51;66;;
S003;688;gamma;2;+;52;27;gamma;
S003;690;beta;135;+;30;78;;
S003;690;delta;94;+;14;79;;
S003;691;delta;1;-;15;29;;
S003;692;delta;1;+;16;37;;
S003;693;delta;1;-;17;117;;
S003;694;delta;1;+;18;28;;
S003;714;alpha;31;-;79;25;;
S003;715;alpha;1;+;80;124;;
S003;730;alpha;15;-;81;96;;
S003;731;alpha;1;+;82;72;;
S003;738;alpha;7;-;83;92;;
S003;742;epsilon;63;-;77;106;delta;
S003;750;gamma;62;-;53;95;;
S003;750;delta;56;-;19;62;;
S003;751;beta;61;-;31;114;;
S003;752;beta;1;+;32;125;;
S003;753;beta;1;-;33;108;gamma;
S003;781;alpha;43;+;84;99;;delta
S003;785;epsilon;43;+;78;102;;delta
S003;785;gamma;35;+;54;10;;
S003;785;beta;32;+;34;37;;
S003;785;delta;35;+;20;12;;
S003;789;gamma;4;-;55;104;;
S003;789;delta;4;-;21;124;;
S003;790;beta;5;-;35;121;;
S003;791;alpha;10;-;85;4;;
S003;791;epsilon;6;-;79;10;;
S003;792;alpha;1;+;86;41;;
S003;793;alpha;1;-;87;30;;
S003;839;alpha;46;+;88;125;;
S003;842;epsilon;51;+;80;35;;
S003;843;epsilon;1;-;81;97;;
S003;844;alpha;5;-;89;112;;
S003;845;alpha;1;+;90;105;;
S003;846;alpha;1;-;91;35;;
S003;853;alpha;7;+;92;103;;
S003;854;alpha;1;-;93;15;;
S003;880;alpha;26;+;94;2;;
S003;887;epsilon;44;+;82;92;;
S003;887;gamma;98;+;56;84;delta;
S003;887;beta;97;+;36;5;;
S003;888;gamma;1;-;57;79;;
S003;888;beta;1;-;37;51;;
S003;892;epsilon;5;-;83;36;epsilon;
S003;893;epsilon;1;+;84;107;beta;
S003;903;alpha;23;-;95;96;;
S003;904;alpha;1;+;96;72;;
S003;906;alpha;2;-;97;87;;
S003;908;alpha;2;+;98;110;alpha;
S003;912;alpha;4;-;99;88;;
S003;915;epsilon;22;-;85;54;;
S003;971;alpha;59;+;100;96;;alpha
S003;972;alpha;1;-;101;72;;
S003;973;alpha;1;+;102;86;;
S003;974;alpha;1;-;103;99;;
S003;976;alpha;2;+;104;103;;
S003;978;alpha;2;-;105;16;;
S003;992;alpha;14;+;106;90;;
S003;994;epsilon;79;+;86;18;epsilon;
S003;1001;gamma;113;+;58;119;;
S003;1019;alpha;27;-;107;10;;gamma
S003;1019;gamma;18;-;59;107;beta;epsilon
S003;1020;gamma;1;+;60;55;;
S003;1021;alpha;2;+;108;102;;
S003;1023;beta;135;+;38;81;;
S003;1025;alpha;4;-;109;8;;
S003;1025;beta;2;-;39;50;;
S003;1027;alpha;2;+;110;82;;
S003;1028;alpha;1;-;111;59;alpha;
S003;1030;epsilon;36;-;87;58;;epsilon
S003;1030;gamma;10;-;61;49;;
S003;1031;epsilon;1;+;88;73;;
S003;1031;gamma;1;+;62;110;alpha;
S003;1038;epsilon;7;-;89;102;;
S003;1038;gamma;7;-;63;91;epsilon;
S003;1080;alpha;52;+;112;110;alpha;
S003;1080;epsilon;42;+;90;82;;
S003;1080;gamma;42;+;64;125;;
S003;1080;beta;55;+;40;102;;
S003;1081;delta;292;+;22;86;;
S003;1111;alpha;31;-;113;109;epsilon;
S003;1113;alpha;2;+;114;76;;
S003;1116;alpha;3;-;115;1;;
S003;1117;alpha;1;+;116;11;;
S003;1118;alpha;1;-;117;111;;
S003;1123;epsilon;43;-;91;115;;delta
S003;1135;alpha;17;+;118;68;alpha;alpha
S003;1135;epsilon;12;+;92;82;;
S003;1185;alpha;50;-;119;119;;
S003;1200;epsilon;65;-;93;10;;
S003;1218;gamma;138;-;65;43;delta;
S003;1223;gamma;5;+;66;54;;
S003;1225;gamma;2;-;67;34;;
S003;1229;gamma;4;+;68;90;;
S003;1230;gamma;1;-;69;12;;
S003;1235;alpha;50;+;120;12;;
S003;1236;alpha;1;-;121;121;;
S003;1243;alpha;7;+;122;74;;
S003;1250;epsilon;50;+;94;34;;
S003;1252;epsilon;2;-;95;88;;
S003;1254;epsilon;2;+;96;120;;
S003;1325;alpha;20;-;123;54;;beta
S003;1325;epsilon;9;-;97;66;;
S003;1326;beta;184;-;41;76;;
S003;1352;alpha;27;+;124;93;;gamma
S003;1353;alpha;1;-;125;42;;
S003;1354;alpha;1;+;126;40;;
S003;1364;epsilon;39;+;98;35;;
S003;1365;epsilon;1;-;99;97;;
S003;1366;epsilon;1;+;100;82;;
S003;1370;alpha;16;-;127;79;;
S003;1370;epsilon;4;-;101;62;;
S003;1380;alpha;10;+;128;36;epsilon;
S003;1380;epsilon;10;+;102;114;;
S003;1385;alpha;5;-;129;111;;
S003;1386;epsilon;6;-;103;3;;
S003;1415;alpha;30;+;130;81;;
S003;1420;epsilon;34;+;104;80;;
S003;1422;gamma;130;+;70;65;;
S003;1423;gamma;1;-;71;16;;
S003;1424;epsilon;4;-;105;42;;
S003;1428;epsilon;4;+;106;43;delta;
S003;1432;epsilon;4;-;107;53;;
S003;1433;epsilon;1;+;108;23;;
S003;1438;alpha;23;-;131;122;;
S003;1439;epsilon;6;-;109;109;epsilon;
S004;6;delta;6;-;1;6;;
S004;7;delta;1;+;2;61;;
S004;12;delta;5;-;3;107;beta;
S004;59;alpha;59;+;1;59;alpha;alpha
S004;60;alpha;1;-;2;83;;
S004;77;alpha;17;+;3;62;;alpha
S004;81;alpha;4;-;4;116;;
S004;82;alpha;1;+;5;18;epsilon;
S004;91;alpha;9;-;6;62;;
S004;92;alpha;1;+;7;113;;
S004;97;alpha;5;-;8;119;;
S004;110;alpha;13;+;9;102;;
S004;110;epsilon;110;+;1;110;alpha;alpha
S004;124;alpha;14;-;10;54;;
S004;124;epsilon;14;-;2;92;;
S004;126;alpha;2;+;11;34;;
S004;126;epsilon;2;+;3;33;;
S004;127;alpha;1;-;12;87;;
S004;127;epsilon;1;-;4;77;;
S004;147;alpha;20;+;13;84;delta;beta
S004;151;epsilon;24;+;5;104;;
S004;152;epsilon;1;-;6;25;;
S004;155;epsilon;3;+;7;126;;
S004;155;gamma;155;+;1;28;;
S004;159;gamma;4;-;2;30;;
S004;160;gamma;1;+;3;47;;
S004;166;beta;166;+;1;39;;
S004;186;alpha;39;-;14;57;;
S004;187;alpha;1;+;15;63;;
S004;195;alpha;8;-;16;3;;
S004;196;alpha;1;+;17;31;;
S004;197;alpha;1;-;18;57;;
S004;200;epsilon;45;-;8;72;;
S004;208;epsilon;8;+;9;93;;
S004;209;epsilon;1;-;10;42;;
S004;211;gamma;51;-;4;52;;
S004;211;beta;45;-;2;8;;
S004;223;gamma;12;+;5;5;;
S004;223;beta;12;+;3;50;;
S004;224;gamma;1;-;6;51;;
S004;225;beta;2;-;4;121;;
S004;227;beta;2;+;5;69;;
S004;228;beta;1;-;6;56;;
S004;229;alpha;32;+;19;17;alpha;
S004;229;gamma;5;+;7;7;;
S004;229;beta;1;+;7;53;;
S004;232;alpha;3;-;20;46;;
S004;232;gamma;3;-;8;73;;
S004;232;beta;3;-;8;25;;
S004;233;alpha;1;+;21;80;;
S004;233;gamma;1;+;9;96;;
S004;233;beta;1;+;9;124;;
S004;236;alpha;3;-;22;41;;
S004;236;gamma;3;-;10;74;;
S004;236;beta;3;-;10;100;gamma;
S004;238;alpha;2;+;23;31;;
S004;239;alpha;1;-;24;57;;
S004;247;alpha;8;+;25;70;;
S004;247;beta;11;+;11;105;;
S004;249;epsilon;40;+;11;49;;
S004;249;gamma;13;+;11;47;;
S004;253;gamma;4;-;12;93;;
S004;255;alpha;8;-;26;73;;
S004;255;epsilon;6;-;12;115;;
S004;255;beta;8;-;12;42;;
S004;256;alpha;1;+;27;96;;
S004;256;epsilon;1;+;13;8;;
S004;256;beta;1;+;13;40;;
S004;258;gamma;5;+;13;46;;
S004;273;alpha;17;-;28;92;;alpha
S004;273;gamma;15;-;14;43;delta;
S004;275;epsilon;19;-;14;57;;gamma
S004;276;epsilon;1;+;15;63;;
S004;277;alpha;4;+;29;35;;
S004;277;gamma;4;+;15;53;;
S004;289;alpha;12;-;30;83;;
S004;293;epsilon;17;-;16;94;;alpha
S004;294;epsilon;1;+;17;52;;
S004;295;epsilon;1;-;18;13;;
S004;296;gamma;19;-;16;112;;gamma
S004;298;gamma;2;+;17;106;delta;
S004;300;alpha;11;+;31;56;;
S004;300;epsilon;5;+;19;8;;
S004;301;alpha;1;-;32;53;;
S004;301;epsilon;1;-;20;81;;
S004;305;epsilon;4;+;21;52;;
S004;306;epsilon;1;-;22;13;;
S004;307;gamma;9;-;18;53;;
S004;307;beta;51;-;14;114;;
S004;313;gamma;6;+;19;28;;
S004;313;beta;6;+;15;3;;
S004;314;beta;1;-;16;31;;
S004;315;gamma;2;-;20;28;;
S004;316;gamma;1;+;21;27;gamma;
S004;318;gamma;2;-;22;18;epsilon;
S004;338;alpha;37;+;33;3;;
S004;339;epsilon;33;+;23;63;;
S004;339;gamma;21;+;23;43;delta;delta
S004;340;gamma;1;-;24;50;;
S004;342;gamma;2;+;25;121;;
S004;342;beta;28;+;17;80;;
S004;346;delta;334;+;4;19;gamma;
S004;355;delta;9;-;5;72;;
S004;356;delta;1;+;6;86;;
S004;381;alpha;43;-;34;89;;delta
S004;386;alpha;5;+;35;6;;
S004;389;alpha;3;-;36;63;;
S004;397;alpha;8;+;37;3;;
S004;405;alpha;8;-;38;38;;
S004;406;epsilon;67;-;24;17;alpha;
S004;425;alpha;20;+;39;10;;beta
S004;425;epsilon;19;+;25;68;alpha;gamma
S004;427;alpha;2;-;40;102;;
S004;427;epsilon;2;-;26;47;;
S004;428;alpha;1;+;41;5;;
S004;429;alpha;1;-;42;51;;
S004;431;gamma;89;-;26;124;;
S004;436;gamma;5;+;27;102;;
S004;437;gamma;1;-;28;5;;
S004;444;alpha;15;+;43;35;;
S004;444;gamma;7;+;29;57;;
S004;445;gamma;1;-;30;63;;
S004;446;alpha;2;-;44;98;;
S004;450;alpha;4;+;45;95;;
S004;450;epsilon;23;+;27;24;;
S004;451;gamma;6;+;31;1;;
S004;512;alpha;62;-;46;37;;
S004;514;alpha;2;+;47;118;;
S004;518;alpha;4;-;48;41;;
S004;519;alpha;1;+;49;30;;
S004;557;alpha;38;-;50;117;;
S004;568;alpha;11;+;51;27;gamma;
S004;578;alpha;10;-;52;43;delta;
S004;579;alpha;1;+;53;50;;
S004;580;alpha;1;-;54;120;;
S004;581;alpha;1;+;55;58;;
S004;584;alpha;3;-;56;75;;
S004;584;epsilon;134;-;28;4;;
S004;600;alpha;16;+;57;23;;
S004;600;epsilon;16;+;29;35;;
S004;614;alpha;14;-;58;28;;
S004;614;epsilon;14;-;30;85;;
S004;622;alpha;8;+;59;34;;
S004;622;epsilon;8;+;31;96;;
S004;628;alpha;6;-;60;92;;
S004;629;epsilon;7;-;32;78;;
S004;629;gamma;178;-;32;35;;
S004;630;gamma;1;+;33;97;;
S004;633;alpha;5;+;61;36;epsilon;
S004;633;epsilon;4;+;33;22;;
S004;686;alpha;53;-;62;97;;
S004;687;alpha;1;+;63;82;;
S004;688;alpha;1;-;64;59;alpha;
S004;697;alpha;9;+;65;91;epsilon;
S004;720;alpha;23;-;66;106;delta;
S004;721;alpha;1;+;67;45;;
S004;723;alpha;2;-;68;71;;
S004;725;alpha;2;+;69;77;;
S004;727;alpha;2;-;70;10;;
S004;728;alpha;1;+;71;101;;
S004;729;alpha;1;-;72;122;;
S004;730;epsilon;97;-;34;11;;
S004;732;gamma;102;-;34;74;;
S004;733;beta;391;-;18;0;;
S004;734;beta;1;+;19;1;;
S004;735;beta;1;-;20;11;;
